Objekt-Nr.;Unterkunftsname;Ort;Buchungsdatum;Anreise;Abreise;Nächte;Vorgang;Vertriebskanal;Status;Abgerechnet;Reisepreis;Bezahlt;Provision;Miete gesamt;Miete;
;;;;;;;;;;;;;;;Vermittler;Eigentümer
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;06.10.2022;07.10.2022;16.10.2022;9,00;49549,00;Webseite;Buchung;Ja;1678,50;1678,50;17%;1300,50;232,14;1068,36
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;12.01.2022;28.12.2022;03.01.2023;6,00;46424,00;Webseite;Buchung;Ja;1503,60;1503,60;17%;1193,10;212,97;980,13
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;06.03.2023;27.05.2023;03.06.2023;7,00;51101,00;Webseite;Buchung;Ja;1280,00;1280,00;17%;870,00;155,30;714,70
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;05.12.2022;15.06.2023;25.06.2023;10,00;49962,00;Webseite;Buchung;Ja;2068,50;2068,50;17%;1620,00;289,17;1330,83
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;04.08.2022;10.07.2023;17.07.2023;7,00;48932,00;Webseite;Buchung;Ja;1836,00;1836,00;17%;1435,00;256,15;1178,85
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;07.05.2023;31.07.2023;14.08.2023;14,00;51806,00;Webseite;Buchung;Ja;3117,50;3117,50;17%;2688,00;479,81;2208,19
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;21.10.2022;14.08.2023;23.08.2023;9,00;49643,00;Webseite;Buchung;Ja;2681,00;2681,00;17%;2187,00;390,38;1796,62
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;24.07.2023;02.09.2023;09.09.2023;7,00;52705,00;Webseite;Buchung;Ja;1245,30;1245,30;17%;944,30;191,02;753,28
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;25.09.2023;29.09.2023;03.10.2023;4,00;53696,00;Webseite;Buchung;Ja;1214,00;1214,00;17%;772,00;156,18;615,82
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;29.09.2023;03.10.2023;10.10.2023;7,00;53791,00;Booking.com BV;Buchung;Ja;2170,98;2170,98;17%;1351,07;273,31;1077,76
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;01.10.2023;27.10.2023;31.10.2023;4,00;53819,00;Webseite;Buchung;Ja;1002,00;1002,00;17%;636,00;128,66;507,34
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;12.12.2023;22.12.2023;27.12.2023;5,00;54551,00;Webseite;Buchung;Ja;1202,50;1202,50;17%;756,50;153,04;603,46
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;19.09.2023;27.12.2023;01.01.2024;5,00;53618,00;Booking.com BV;Buchung;Ja;1795,08;1795,08;17%;1080,00;218,49;861,51
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;08.01.2024;09.01.2024;12.01.2024;3,00;54977,00;HomeToGo GmbH in Kooperation mit "DS";Buchung;Ja;778,09;778,09;17%;327,00;66,15;260,85
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;09.03.2024;21.03.2024;22.03.2024;1,00;56157,00;Telefon;Buchung;Ja;81,00;81,00;17%;75,00;15,17;59,83
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;04.11.2023;22.03.2024;28.03.2024;6,00;54190,00;HRS Holidays / Tiscover.com;Buchung;Ja;1296,21;1296,21;17%;744,00;150,51;593,49
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;05.03.2024;02.04.2024;06.04.2024;4,00;56088,00;Telefon;Buchung;Ja;1176,50;1176,50;17%;784,00;158,60;625,40
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;30.01.2024;20.04.2024;27.04.2024;7,00;55454,00;Traum-Ferienwohnungen GmbH;Buchung;Ja;1057,00;1057,00;17%;735,00;148,69;586,31
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;16.04.2024;08.05.2024;12.05.2024;4,00;56710,00;Telefon;Buchung;Ja;855,00;855,00;17%;488,00;98,72;389,28
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;12.01.2024;21.05.2024;01.06.2024;11,00;55049,00;Webseite;Buchung;Ja;1580,00;1580,00;17%;1375,00;278,16;1096,84
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;12.01.2024;02.06.2024;08.06.2024;6,00;55062,00;HomeToGo GmbH in Kooperation mit "DS";Buchung;Ja;1288,28;1288,28;17%;750,00;151,73;598,27
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;09.11.2023;15.06.2024;19.06.2024;4,00;54244,00;Webseite;Buchung;Ja;1251,00;1251,00;17%;772,00;156,18;615,82
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;30.12.2023;22.06.2024;28.06.2024;6,00;54793,00;Airbnb Germany GmbH;Buchung;Ja;1515,85;1515,85;17%;974,00;197,04;776,96
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;26.06.2024;28.06.2024;30.06.2024;2,00;57686,00;Telefon;Buchung;Ja;388,00;388,00;17%;358,00;72,42;285,58
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;16.07.2023;30.06.2024;07.07.2024;7,00;52579,00;Webseite;Buchung;Ja;1829,50;1829,50;17%;1372,00;277,55;1094,45
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;05.10.2023;29.07.2024;08.08.2024;10,00;53867,00;Webseite;Buchung;Ja;2644,00;2644,00;17%;2130,00;430,90;1699,10
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;15.06.2024;08.08.2024;12.08.2024;4,00;57507,00;Booking.com BV;Buchung;Ja;1403,06;1403,06;17%;715,96;144,84;571,12
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;04.09.2023;12.08.2024;21.08.2024;9,00;53340,00;Webseite;Buchung;Ja;2490,00;2490,00;17%;1917,00;387,81;1529,19
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;10.01.2024;21.08.2024;28.08.2024;7,00;55008,00;Webseite;Buchung;Ja;1717,00;1717,00;17%;1253,00;253,48;999,52
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;17.09.2023;01.09.2024;15.09.2024;14,00;53572,00;Booking.com BV;Buchung;Ja;1808,00;1808,00;17%;1430,00;289,29;1140,71
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;28.01.2024;15.09.2024;25.09.2024;10,00;55408,00;CASAMUNDO GmbH;Buchung;Ja;2486,18;2486,18;17%;1590,00;321,66;1268,34
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;17.08.2024;28.09.2024;04.10.2024;6,00;58631,00;Booking.com BV;Buchung;Ja;1664,17;1664,17;17%;966,00;195,42;770,58
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;17.09.2024;05.10.2024;09.10.2024;4,00;59479,00;Webseite;Buchung;Ja;954,50;954,50;17%;576,00;116,53;459,47
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;21.09.2024;24.10.2024;28.10.2024;4,00;59535,00;Webseite;Buchung;Ja;952,00;952,00;17%;576,00;116,52;459,48
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;06.09.2024;29.10.2024;02.11.2024;4,00;59237,00;Traum-Ferienwohnungen GmbH;Buchung;Ja;894,66;894,66;17%;473,00;95,69;377,31
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;01.10.2024;03.11.2024;14.11.2024;11,00;59746,00;Webseite;Buchung;Ja;1096,50;1096,50;17%;742,50;150,20;592,30
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;13.11.2024;14.11.2024;16.11.2024;2,00;60473,00;Telefon;Buchung;Ja;135,00;135,00;17%;135,00;27,32;107,68
243 ;ZZZ - Archiv - Meerquartier, Whg 07;Dierhagen;07.10.2023;26.12.2024;01.01.2025;6,00;53895,00;Webseite;Buchung;Ja;1547,00;1547,00;17%;1154,00;233,46;920,54
249 ;ZZZ - Archiv - Ostseeblick;Zingst;23.02.2020;06.06.2020;13.06.2020;7,00;36741,00;zu bearbeiten;Buchung;Ja;554,00;554,00;15%;420,00;74,97;345,03
249 ;ZZZ - Archiv - Ostseeblick;Zingst;17.05.2020;14.06.2020;23.06.2020;9,00;38182,00;zu bearbeiten;Buchung;Ja;769,00;751,00;15%;615,00;109,78;505,22
249 ;ZZZ - Archiv - Ostseeblick;Zingst;03.06.2020;23.06.2020;28.06.2020;5,00;38611,00;zu bearbeiten;Buchung;Ja;571,00;571,00;15%;425,00;75,86;349,14
249 ;ZZZ - Archiv - Ostseeblick;Zingst;16.02.2020;09.07.2020;16.07.2020;7,00;36656,00;zu bearbeiten;Buchung;Ja;941,05;941,05;15%;620,00;107,88;512,12
249 ;ZZZ - Archiv - Ostseeblick;Zingst;21.04.2020;18.07.2020;01.08.2020;14,00;37442,00;zu bearbeiten;Buchung;Ja;1713,44;1685,44;15%;1260,00;219,24;1040,76
249 ;ZZZ - Archiv - Ostseeblick;Zingst;01.08.2020;01.08.2020;03.08.2020;2,00;39751,00;zu bearbeiten;Buchung;Ja;300,00;300,00;15%;157,00;27,32;129,68
249 ;ZZZ - Archiv - Ostseeblick;Zingst;03.02.2020;04.08.2020;25.08.2020;21,00;36531,00;zu bearbeiten;Buchung;Ja;2399,59;2399,59;15%;1840,00;320,16;1519,84
249 ;ZZZ - Archiv - Ostseeblick;Zingst;16.05.2020;06.09.2020;16.09.2020;10,00;38146,00;zu bearbeiten;Buchung;Ja;874,78;874,78;15%;600,00;104,40;495,60
249 ;ZZZ - Archiv - Ostseeblick;Zingst;09.09.2020;05.10.2020;10.10.2020;5,00;40543,00;zu bearbeiten;Buchung;Ja;584,14;584,14;15%;350,00;60,90;289,10
249 ;ZZZ - Archiv - Ostseeblick;Zingst;03.10.2020;10.10.2020;16.10.2020;6,00;41033,00;zu bearbeiten;Buchung;Ja;622,40;622,40;15%;378,00;65,77;312,23
249 ;ZZZ - Archiv - Ostseeblick;Zingst;05.08.2020;16.10.2020;22.10.2020;6,00;39801,00;zu bearbeiten;Buchung;Ja;577,40;577,40;15%;420,00;73,08;346,92
249 ;ZZZ - Archiv - Ostseeblick;Zingst;24.10.2020;26.07.2021;01.08.2021;6,00;41416,00;zu bearbeiten;Buchung;Ja;777,60;777,60;15%;600,00;107,10;492,90
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;21.04.2020;28.05.2020;05.06.2020;8,00;37435,00;zu bearbeiten;Buchung;Ja;1228,00;1228,00;17%;1100,00;196,35;903,65
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;05.05.2020;05.06.2020;14.06.2020;9,00;37635,00;zu bearbeiten;Buchung;Ja;1298,00;1298,00;17%;1170,00;208,85;961,15
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;05.05.2020;14.06.2020;20.06.2020;6,00;37650,00;zu bearbeiten;Buchung;Ja;998,00;998,00;17%;870,00;155,30;714,70
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;03.06.2020;20.06.2020;26.06.2020;6,00;38608,00;zu bearbeiten;Buchung;Ja;1240,00;1240,00;17%;1110,00;198,14;911,86
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;06.05.2020;28.06.2020;11.07.2020;13,00;37702,00;zu bearbeiten;Buchung;Ja;2533,00;2533,00;17%;2405,00;418,47;1986,53
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;06.05.2020;11.07.2020;19.07.2020;8,00;37744,00;zu bearbeiten;Buchung;Ja;1688,00;1688,00;17%;1560,00;271,44;1288,56
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;31.05.2020;19.07.2020;26.07.2020;7,00;38573,00;zu bearbeiten;Buchung;Ja;1600,00;1600,00;17%;1470,00;255,78;1214,22
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;06.03.2020;26.07.2020;05.08.2020;10,00;36914,00;Traum-Ferienwohnungen GmbH;Buchung;Ja;2377,94;2377,94;17%;2100,00;365,40;1734,60
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;10.03.2020;05.08.2020;15.08.2020;10,00;37044,00;zu bearbeiten;Buchung;Ja;2228,00;2228,00;17%;2100,00;365,40;1734,60
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;03.03.2020;15.08.2020;26.08.2020;11,00;36879,00;E-Mail;Buchung;Ja;2328,00;2328,00;17%;2200,00;382,80;1817,20
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;08.05.2020;30.08.2020;13.09.2020;14,00;37853,00;zu bearbeiten;Buchung;Ja;2652,17;2652,17;17%;2050,00;356,70;1693,30
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;14.06.2020;13.09.2020;27.09.2020;14,00;38828,00;zu bearbeiten;Buchung;Ja;2568,38;2568,38;17%;1960,00;341,04;1618,96
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;08.09.2020;28.09.2020;03.10.2020;5,00;40484,00;zu bearbeiten;Buchung;Ja;928,52;928,52;17%;778,52;135,46;643,06
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;25.08.2020;03.10.2020;10.10.2020;7,00;40193,00;zu bearbeiten;Buchung;Ja;1356,72;1356,72;17%;980,00;170,52;809,48
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;27.08.2020;17.10.2020;24.10.2020;7,00;40232,00;zu bearbeiten;Buchung;Ja;1146,80;1246,80;17%;980,00;170,52;809,48
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;16.10.2020;25.10.2020;04.11.2020;10,00;41303,00;zu bearbeiten;Buchung;Ja;1454,00;1454,00;17%;1250,00;217,50;1032,50
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;02.06.2021;07.06.2021;12.06.2021;5,00;43649,00;zu bearbeiten;Buchung;Ja;933,00;933,00;17%;750,00;133,88;616,12
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;12.06.2021;13.06.2021;20.06.2021;7,00;43878,00;zu bearbeiten;Buchung;Ja;1507,20;1507,20;17%;1315,00;234,73;1080,27
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;01.01.2021;20.06.2021;03.07.2021;13,00;41870,00;zu bearbeiten;Buchung;Ja;2619,80;2619,80;17%;2405,00;429,29;1975,71
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;26.10.2020;03.07.2021;17.07.2021;14,00;41440,00;zu bearbeiten;Buchung;Ja;3094,40;3094,40;17%;2870,00;512,30;2357,70
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;26.09.2020;17.07.2021;26.07.2021;9,00;40907,00;Telefon;Buchung;Ja;1942,80;1942,80;17%;1755,00;313,27;1441,73
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;29.08.2020;26.07.2021;02.08.2021;7,00;40271,00;zu bearbeiten;Buchung;Ja;1773,30;1773,30;17%;1575,00;281,14;1293,86
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;29.12.2020;02.08.2021;12.08.2021;10,00;41846,00;zu bearbeiten;Buchung;Ja;2151,00;2161,00;17%;1950,00;348,08;1601,92
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;20.11.2020;12.08.2021;24.08.2021;12,00;41622,00;zu bearbeiten;Buchung;Ja;2724,00;2724,00;17%;2490,00;444,47;2045,53
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;05.02.2021;25.08.2021;04.09.2021;10,00;42254,00;zu bearbeiten;Buchung;Ja;2628,51;2628,51;17%;2185,00;390,02;1794,98
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;05.10.2020;05.09.2021;12.09.2021;7,00;41137,00;zu bearbeiten;Buchung;Ja;1386,59;1397,09;17%;1085,00;193,67;891,33
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;28.12.2020;12.09.2021;19.09.2021;7,00;41836,00;zu bearbeiten;Buchung;Ja;1167,20;1174,20;17%;980,00;174,93;805,07
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;13.04.2021;19.09.2021;03.10.2021;14,00;42850,00;zu bearbeiten;Buchung;Ja;2324,40;2324,40;17%;2100,00;374,85;1725,15
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;04.09.2021;09.10.2021;16.10.2021;7,00;45082,00;zu bearbeiten;Buchung;Ja;1577,57;1577,57;17%;1050,00;187,43;862,57
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;13.06.2021;16.10.2021;23.10.2021;7,00;43896,00;zu bearbeiten;Buchung;Ja;1331,10;1331,10;17%;1155,00;206,17;948,83
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;16.09.2021;23.10.2021;30.10.2021;7,00;45226,00;zu bearbeiten;Buchung;Ja;1382,20;1382,20;17%;1155,00;206,17;948,83
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;14.05.2021;30.10.2021;03.11.2021;4,00;43221,00;zu bearbeiten;Buchung;Ja;678,40;678,40;17%;500,00;89,25;410,75
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;13.03.2021;03.11.2021;07.11.2021;4,00;42621,00;zu bearbeiten;Buchung;Ja;642,60;642,60;17%;460,00;82,11;377,89
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;04.10.2021;26.12.2021;01.01.2022;6,00;45458,00;zu bearbeiten;Buchung;Ja;1572,60;1572,60;17%;1350,00;240,98;1109,02
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;13.01.2022;16.01.2022;30.01.2022;14,00;46459,00;zu bearbeiten;Buchung;Ja;1487,20;1487,20;17%;1260,00;224,91;1035,09
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;13.01.2022;02.02.2022;12.02.2022;10,00;46469,00;zu bearbeiten;Buchung;Ja;1230,40;1230,40;17%;871,20;155,51;715,69
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;01.02.2022;12.02.2022;20.02.2022;8,00;46845,00;zu bearbeiten;Buchung;Ja;1090,20;1090,20;17%;840,00;149,94;690,06
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;16.01.2022;04.03.2022;13.03.2022;9,00;46508,00;zu bearbeiten;Buchung;Ja;1337,10;1337,10;17%;1080,00;192,79;887,21
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;15.01.2022;03.04.2022;09.04.2022;6,00;46496,00;zu bearbeiten;Buchung;Ja;957,60;957,60;17%;720,00;128,52;591,48
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;20.09.2021;15.04.2022;24.04.2022;9,00;45261,00;zu bearbeiten;Buchung;Ja;1617,45;1617,45;17%;1350,00;240,98;1109,02
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;02.03.2022;24.04.2022;07.05.2022;13,00;47306,00;zu bearbeiten;Buchung;Ja;2009,30;2009,30;17%;1740,00;310,59;1429,41
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;19.12.2021;07.05.2022;14.05.2022;7,00;46141,00;zu bearbeiten;Buchung;Ja;1277,20;1277,20;17%;1050,00;187,43;862,57
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;05.12.2021;21.05.2022;01.06.2022;11,00;46048,00;zu bearbeiten;Buchung;Ja;2303,30;2303,30;17%;1650,00;294,53;1355,47
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;18.05.2022;05.06.2022;12.06.2022;7,00;48266,00;zu bearbeiten;Buchung;Ja;1072,20;1072,20;17%;840,00;149,94;690,06
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;10.02.2022;12.06.2022;18.06.2022;6,00;47033,00;zu bearbeiten;Buchung;Ja;1122,60;1122,60;17%;900,00;160,65;739,35
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;08.09.2021;19.06.2022;26.06.2022;7,00;45139,00;zu bearbeiten;Buchung;Ja;1551,11;1551,11;17%;1050,00;187,43;862,57
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;27.07.2021;04.07.2022;11.07.2022;7,00;44552,00;zu bearbeiten;Buchung;Ja;1743,40;1775,60;17%;1493,80;266,64;1227,16
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;04.05.2022;11.07.2022;18.07.2022;7,00;48070,00;zu bearbeiten;Buchung;Ja;1912,20;1912,20;17%;1680,00;299,88;1380,12
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;05.12.2021;18.07.2022;25.07.2022;7,00;46047,00;zu bearbeiten;Buchung;Ja;1923,30;1923,30;17%;1680,00;299,88;1380,12
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;14.08.2021;25.07.2022;08.08.2022;14,00;44780,00;zu bearbeiten;Buchung;Ja;3445,10;3429,00;17%;3080,00;549,79;2530,21
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;17.05.2022;08.08.2022;14.08.2022;6,00;48253,00;zu bearbeiten;Buchung;Ja;2034,36;2034,36;17%;1440,00;257,04;1182,96
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;21.11.2021;14.08.2022;26.08.2022;12,00;45972,00;zu bearbeiten;Buchung;Ja;3365,40;3337,80;17%;3060,00;546,21;2513,79
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;02.08.2021;28.08.2022;17.09.2022;20,00;44600,00;zu bearbeiten;Buchung;Ja;3521,00;3521,00;17%;3220,00;574,77;2645,23
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;29.08.2022;17.09.2022;27.09.2022;10,00;49266,00;zu bearbeiten;Buchung;Ja;1746,00;1746,00;17%;1500,00;267,75;1232,25
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;24.05.2022;02.10.2022;09.10.2022;7,00;48323,00;zu bearbeiten;Buchung;Ja;1282,20;1282,20;17%;1050,00;187,43;862,57
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;01.09.2022;09.10.2022;16.10.2022;7,00;49289,00;zu bearbeiten;Buchung;Ja;1282,20;1282,20;17%;1050,00;187,43;862,57
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;03.09.2022;16.10.2022;22.10.2022;6,00;49311,00;zu bearbeiten;Buchung;Ja;1231,40;1231,40;17%;990,00;176,72;813,28
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;07.10.2022;22.10.2022;29.10.2022;7,00;49550,00;Webseite;Buchung;Ja;1222,00;1222,00;17%;981,75;175,24;806,51
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;22.10.2022;14.11.2022;18.11.2022;4,00;49647,00;Webseite;Buchung;Ja;618,40;618,40;17%;400,00;80,92;319,08
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;11.11.2022;30.12.2022;05.01.2023;6,00;49799,00;Webseite;Buchung;Ja;1373,80;1373,80;17%;1160,00;234,67;925,33
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;02.01.2023;05.01.2023;09.01.2023;4,00;50158,00;Webseite;Buchung;Ja;329,20;329,20;17%;320,00;64,74;255,26
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;07.01.2023;09.01.2023;12.01.2023;3,00;50254,00;Telefon;Buchung;Ja;246,90;246,90;17%;240,00;48,55;191,45
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;11.01.2023;12.01.2023;16.01.2023;4,00;50340,00;Webseite;Buchung;Ja;320,00;320,00;17%;320,00;64,74;255,26
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;21.01.2023;24.01.2023;02.02.2023;9,00;50501,00;Webseite;Buchung;Ja;1131,05;1131,05;17%;900,00;182,07;717,93
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;14.01.2023;16.02.2023;24.02.2023;8,00;50399,00;Webseite;Buchung;Ja;1177,20;1177,20;17%;1072,00;216,87;855,13
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;29.01.2023;18.03.2023;25.03.2023;7,00;50598,00;Webseite;Buchung;Ja;932,20;932,20;17%;700,00;141,61;558,39
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;15.09.2022;30.04.2023;21.05.2023;21,00;49416,00;Webseite;Buchung;Ja;3460,10;3460,10;17%;3163,50;639,97;2523,53
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;08.01.2023;21.05.2023;28.05.2023;7,00;50284,00;Webseite;Buchung;Ja;1352,20;1362,20;17%;1120,00;226,58;893,42
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;28.09.2022;03.06.2023;10.06.2023;7,00;49505,00;Webseite;Buchung;Ja;1352,20;1352,20;17%;1120,00;226,58;893,42
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;11.12.2022;10.06.2023;24.06.2023;14,00;49995,00;Webseite;Buchung;Ja;2504,40;2504,40;17%;2240,00;453,15;1786,85
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;23.07.2022;25.06.2023;02.07.2023;7,00;48819,00;Webseite;Buchung;Ja;1989,40;1989,40;17%;1725,00;348,97;1376,03
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;28.06.2023;02.07.2023;08.07.2023;6,00;52366,00;Telefon;Buchung;Ja;1050,00;1050,00;17%;1050,00;212,41;837,59
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;29.03.2023;09.07.2023;17.07.2023;8,00;51367,00;Webseite;Buchung;Ja;2252,80;2252,80;17%;2016,00;407,83;1608,17
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;25.01.2023;18.07.2023;27.07.2023;9,00;50553,00;Webseite;Buchung;Ja;2519,75;2519,75;17%;2268,00;458,81;1809,19
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;12.02.2023;29.07.2023;10.08.2023;12,00;50800,00;Webseite;Buchung;Ja;3306,80;3306,80;17%;3024,00;611,76;2412,24
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;19.06.2023;10.08.2023;17.08.2023;7,00;52247,00;HomeAway/FeWo-direkt;Buchung;Ja;2632,32;2632,32;17%;1883,00;380,93;1502,07
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;23.01.2023;17.08.2023;27.08.2023;10,00;50531,00;Webseite;Buchung;Ja;2959,00;2959,00;17%;2690,00;544,19;2145,81
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;17.06.2023;31.08.2023;07.09.2023;7,00;52191,00;Webseite;Buchung;Ja;1427,20;1427,20;17%;1195,00;241,75;953,25
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;07.09.2023;07.09.2023;13.09.2023;6,00;53394,00;Telefon;Buchung;Ja;1187,60;1187,60;17%;960,00;194,21;765,79
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;19.09.2023;19.09.2023;01.10.2023;12,00;53613,00;Webseite;Buchung;Ja;2205,00;2205,00;17%;1920,00;388,42;1531,58
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;30.07.2023;01.10.2023;07.10.2023;6,00;52778,00;Webseite;Buchung;Ja;1201,40;1201,40;17%;960,00;194,21;765,79
125 - Beach Loft/P 18/Büro ;Beach Loft;Zingst;15.08.2023;07.10.2023;14.10.2023;7,00;53033,00;Webseite;Buchung;Ja;1479,25;1479,25;17%;1239,00;250,65;988,35
