Objekt-Nr.;Unterkunftsname;Ort;Buchungsdatum;Anreise;Abreise;Nächte;Vorgang;Vertriebskanal;Status;Abgerechnet;Reisepreis;Bezahlt;Provision;Miete gesamt;Miete;
;;;;;;;;;;;;;;;Vermittler;Eigentümer
4 ;ZZZ -  Archiv - Aarhus;Zingst;26.09.2017;10.02.2018;17.02.2018;7,00;21,00;zu bearbeiten;Buchung;Ja;930,00;930,00;17%;805,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;06.01.2018;17.02.2018;24.02.2018;7,00;867,00;zu bearbeiten;Buchung;Ja;650,00;650,00;17%;525,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;16.02.2018;10.03.2018;16.03.2018;6,00;1101,00;zu bearbeiten;Buchung;Ja;615,00;615,00;17%;450,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;26.09.2017;16.03.2018;25.03.2018;9,00;20,00;zu bearbeiten;Buchung;Ja;680,80;680,80;17%;560,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;30.01.2018;28.03.2018;04.04.2018;7,00;1023,00;zu bearbeiten;Buchung;Ja;1215,00;1215,00;17%;1050,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;26.04.2018;10.05.2018;13.05.2018;3,00;1416,00;zu bearbeiten;Buchung;Ja;615,00;615,00;17%;480,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;10.01.2018;17.05.2018;21.05.2018;4,00;892,00;zu bearbeiten;Buchung;Ja;825,00;825,00;17%;660,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;26.09.2017;27.05.2018;03.06.2018;7,00;19,00;zu bearbeiten;Buchung;Ja;1059,20;1059,20;17%;910,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;26.03.2018;12.06.2018;17.06.2018;5,00;1246,00;zu bearbeiten;Buchung;Ja;925,00;935,00;17%;750,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;27.02.2018;17.06.2018;24.06.2018;7,00;1152,00;zu bearbeiten;Buchung;Ja;1335,00;1335,00;17%;1160,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;21.06.2018;24.06.2018;03.07.2018;9,00;2676,00;zu bearbeiten;Buchung;Ja;1495,00;1495,00;17%;1360,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;12.02.2018;04.07.2018;15.07.2018;11,00;1075,00;zu bearbeiten;Buchung;Ja;2170,00;2105,00;17%;2035,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;26.09.2017;29.07.2018;05.08.2018;7,00;18,00;zu bearbeiten;Buchung;Ja;1745,80;1627,80;17%;1505,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;21.12.2017;05.08.2018;12.08.2018;7,00;750,00;zu bearbeiten;Buchung;Ja;1575,00;1495,00;17%;1400,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;11.01.2018;12.08.2018;19.08.2018;7,00;904,00;zu bearbeiten;Buchung;Ja;1565,00;1565,00;17%;1400,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;04.02.2018;25.08.2018;08.09.2018;14,00;1040,00;zu bearbeiten;Buchung;Ja;2825,00;2825,00;17%;2660,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;12.04.2018;08.09.2018;16.09.2018;8,00;1315,00;zu bearbeiten;Buchung;Ja;1335,00;1335,00;17%;1160,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;16.05.2018;16.09.2018;26.09.2018;10,00;1529,00;zu bearbeiten;Buchung;Ja;1775,00;1775,00;17%;1600,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;05.09.2018;29.09.2018;06.10.2018;7,00;7013,00;zu bearbeiten;Buchung;Ja;1538,00;1538,00;17%;1400,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;22.03.2018;06.10.2018;13.10.2018;7,00;1232,00;zu bearbeiten;Buchung;Ja;1400,00;1400,00;17%;1225,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.08.2018;13.10.2018;20.10.2018;7,00;5768,00;zu bearbeiten;Buchung;Ja;1138,00;1138,00;17%;960,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;30.08.2018;20.10.2018;24.10.2018;4,00;6748,00;zu bearbeiten;Buchung;Ja;746,00;746,00;17%;608,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.10.2018;27.10.2018;03.11.2018;7,00;7807,00;zu bearbeiten;Buchung;Ja;1328,00;1328,00;17%;1190,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.11.2018;22.12.2018;29.12.2018;7,00;8382,00;zu bearbeiten;Buchung;Ja;1278,00;1278,00;17%;1100,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;01.03.2018;29.12.2018;05.01.2019;7,00;1159,00;zu bearbeiten;Buchung;Ja;1505,00;1505,00;17%;1370,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;18.12.2018;30.01.2019;03.02.2019;4,00;11555,00;zu bearbeiten;Buchung;Ja;410,00;410,00;17%;300,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;20.01.2019;23.02.2019;02.03.2019;7,00;18475,00;zu bearbeiten;Buchung;Ja;698,00;698,00;17%;560,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;06.01.2019;20.04.2019;27.04.2019;7,00;17058,00;zu bearbeiten;Buchung;Ja;1118,00;1118,00;17%;980,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;15.04.2019;11.05.2019;18.05.2019;7,00;30086,00;zu bearbeiten;Buchung;Ja;1248,00;1248,00;17%;1120,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;07.05.2019;21.05.2019;24.05.2019;3,00;32643,00;zu bearbeiten;Buchung;Ja;468,00;468,00;17%;390,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.10.2018;25.05.2019;15.06.2019;21,00;7806,00;zu bearbeiten;Buchung;Ja;2868,00;2868,00;17%;2730,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;05.01.2019;16.06.2019;21.06.2019;5,00;16955,00;zu bearbeiten;Buchung;Ja;863,00;863,00;17%;725,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;27.01.2019;22.06.2019;04.07.2019;12,00;19299,00;zu bearbeiten;Buchung;Ja;2238,00;2238,00;17%;2100,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;20.12.2018;07.07.2019;21.07.2019;14,00;11691,00;zu bearbeiten;Buchung;Ja;2798,00;2798,00;17%;2660,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;09.01.2019;21.07.2019;28.07.2019;7,00;17320,00;zu bearbeiten;Buchung;Ja;2135,36;2135,36;17%;1645,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;13.11.2018;28.07.2019;04.08.2019;7,00;8714,00;zu bearbeiten;Buchung;Ja;1783,00;1783,00;17%;1645,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;03.02.2019;04.08.2019;14.08.2019;10,00;20166,00;zu bearbeiten;Buchung;Ja;2228,00;2228,00;17%;2050,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;26.02.2019;17.08.2019;31.08.2019;14,00;23406,00;zu bearbeiten;Buchung;Ja;2715,47;2715,47;17%;2450,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;20.06.2019;01.09.2019;08.09.2019;7,00;33586,00;zu bearbeiten;Buchung;Ja;1538,00;1538,00;17%;1400,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;20.06.2019;14.09.2019;03.10.2019;19,00;33576,00;zu bearbeiten;Buchung;Ja;2420,00;2420,00;11%;2262,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;17.07.2019;03.10.2019;12.10.2019;9,00;33814,00;zu bearbeiten;Buchung;Ja;1308,00;1308,00;11%;1170,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;03.01.2019;12.10.2019;19.10.2019;7,00;16766,00;zu bearbeiten;Buchung;Ja;1223,00;1223,00;11%;1085,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;23.08.2019;20.10.2019;24.10.2019;4,00;34315,00;zu bearbeiten;Buchung;Ja;818,00;818,00;17%;680,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.01.2019;26.12.2019;03.01.2020;8,00;17205,00;zu bearbeiten;Buchung;Ja;1918,00;1942,00;17%;1740,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;15.05.2019;31.01.2020;07.02.2020;7,00;33303,00;zu bearbeiten;Buchung;Ja;731,00;731,00;17%;553,00;0,00;0,00
4 ;ZZZ -  Archiv - Aarhus;Zingst;18.12.2019;07.03.2020;14.03.2020;7,00;35799,00;zu bearbeiten;Buchung;Ja;803,10;803,10;17%;625,10;96,70;528,40
4 ;ZZZ -  Archiv - Aarhus;Zingst;16.03.2020;14.03.2020;15.03.2020;1,00;37094,00;zu bearbeiten;Buchung;Ja;79,00;79,00;17%;79,00;12,22;66,78
4 ;ZZZ -  Archiv - Aarhus;Zingst;14.03.2020;15.03.2020;18.03.2020;3,00;37083,00;zu bearbeiten;Buchung;Ja;393,00;393,00;17%;255,00;39,45;215,55
4 ;ZZZ -  Archiv - Aarhus;Zingst;06.04.2020;18.03.2020;25.03.2020;7,00;37355,00;zu bearbeiten;Buchung;Ja;595,00;595,00;17%;595,00;92,05;502,95
4 ;ZZZ -  Archiv - Aarhus;Zingst;18.02.2020;25.05.2020;02.06.2020;8,00;36699,00;zu bearbeiten;Buchung;Ja;1258,00;1258,00;11%;1200,00;157,08;1042,92
4 ;ZZZ -  Archiv - Aarhus;Zingst;07.05.2020;02.06.2020;10.06.2020;8,00;37801,00;zu bearbeiten;Buchung;Ja;1388,00;1388,00;17%;1210,00;187,19;1022,81
4 ;ZZZ -  Archiv - Aarhus;Zingst;05.06.2020;10.06.2020;12.06.2020;2,00;38635,00;zu bearbeiten;Buchung;Ja;260,00;260,00;17%;260,00;40,22;219,78
4 ;ZZZ -  Archiv - Aarhus;Zingst;04.08.2019;12.06.2020;21.06.2020;9,00;33973,00;zu bearbeiten;Buchung;Ja;1353,00;1353,00;11%;1215,00;159,05;1055,95
4 ;ZZZ -  Archiv - Aarhus;Zingst;29.06.2020;21.06.2020;27.06.2020;6,00;39175,00;zu bearbeiten;Buchung;Ja;825,00;825,00;17%;825,00;127,63;697,37
4 ;ZZZ -  Archiv - Aarhus;Zingst;09.06.2020;27.06.2020;06.07.2020;9,00;38754,00;zu bearbeiten;Buchung;Ja;1615,00;1615,00;11%;1475,00;193,08;1281,92
4 ;ZZZ -  Archiv - Aarhus;Zingst;25.01.2020;06.07.2020;17.07.2020;11,00;36409,00;zu bearbeiten;Buchung;Ja;2393,00;2393,00;17%;2255,00;340,05;1914,95
4 ;ZZZ -  Archiv - Aarhus;Zingst;03.07.2020;17.07.2020;19.07.2020;2,00;39280,00;zu bearbeiten;Buchung;Ja;765,44;765,44;17%;460,00;69,37;390,63
4 ;ZZZ -  Archiv - Aarhus;Zingst;21.11.2019;19.07.2020;29.07.2020;10,00;35577,00;zu bearbeiten;Buchung;Ja;2138,00;2138,00;17%;2000,00;301,60;1698,40
4 ;ZZZ -  Archiv - Aarhus;Zingst;05.06.2020;29.07.2020;02.08.2020;4,00;38625,00;zu bearbeiten;Buchung;Ja;940,00;940,00;11%;800,00;102,08;697,92
4 ;ZZZ -  Archiv - Aarhus;Zingst;29.09.2019;03.08.2020;10.08.2020;7,00;34887,00;zu bearbeiten;Buchung;Ja;1893,00;1893,00;17%;1715,00;258,62;1456,38
4 ;ZZZ -  Archiv - Aarhus;Zingst;16.02.2020;11.08.2020;20.08.2020;9,00;36665,00;zu bearbeiten;Buchung;Ja;1888,00;1888,00;11%;1750,00;223,30;1526,70
4 ;ZZZ -  Archiv - Aarhus;Zingst;26.04.2020;20.08.2020;06.09.2020;17,00;37485,00;zu bearbeiten;Buchung;Ja;3233,00;3233,00;11%;3055,00;389,82;2665,18
4 ;ZZZ -  Archiv - Aarhus;Zingst;24.06.2020;06.09.2020;12.09.2020;6,00;39079,00;zu bearbeiten;Buchung;Ja;1033,00;1033,00;17%;840,00;126,67;713,33
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.05.2020;12.09.2020;19.09.2020;7,00;37871,00;zu bearbeiten;Buchung;Ja;1263,00;1263,00;17%;1085,00;163,62;921,38
4 ;ZZZ -  Archiv - Aarhus;Zingst;21.06.2020;19.09.2020;26.09.2020;7,00;39028,00;zu bearbeiten;Buchung;Ja;1658,24;1658,24;17%;1206,66;181,97;1024,69
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.09.2020;27.09.2020;02.10.2020;5,00;40486,00;zu bearbeiten;Buchung;Ja;1000,00;1003,81;17%;850,00;128,18;721,82
4 ;ZZZ -  Archiv - Aarhus;Zingst;29.06.2020;03.10.2020;10.10.2020;7,00;39162,00;zu bearbeiten;Buchung;Ja;1260,20;1260,20;17%;1085,00;163,62;921,38
4 ;ZZZ -  Archiv - Aarhus;Zingst;18.03.2020;11.10.2020;17.10.2020;6,00;37301,00;zu bearbeiten;Buchung;Ja;1309,60;1309,60;17%;1110,00;167,38;942,62
4 ;ZZZ -  Archiv - Aarhus;Zingst;03.03.2020;17.10.2020;24.10.2020;7,00;36868,00;Telefon;Buchung;Ja;1349,10;1349,10;17%;1130,50;170,47;960,03
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.02.2021;12.06.2021;19.06.2021;7,00;42280,00;zu bearbeiten;Buchung;Ja;1239,20;1239,20;17%;1050,00;162,44;887,56
4 ;ZZZ -  Archiv - Aarhus;Zingst;14.12.2020;19.06.2021;10.07.2021;21,00;41747,00;zu bearbeiten;Buchung;Ja;4086,05;4086,05;17%;3768,45;582,98;3185,47
4 ;ZZZ -  Archiv - Aarhus;Zingst;02.03.2021;10.07.2021;17.07.2021;7,00;42471,00;Booking.com BV;Buchung;Ja;2460,30;2460,30;17%;1645,00;254,48;1390,52
4 ;ZZZ -  Archiv - Aarhus;Zingst;26.01.2021;17.07.2021;31.07.2021;14,00;42163,00;zu bearbeiten;Buchung;Ja;3504,40;3504,40;17%;3290,00;508,97;2781,03
4 ;ZZZ -  Archiv - Aarhus;Zingst;26.06.2020;31.07.2021;14.08.2021;14,00;39120,00;zu bearbeiten;Buchung;Ja;3489,60;3489,60;17%;3010,00;465,64;2544,36
4 ;ZZZ -  Archiv - Aarhus;Zingst;06.06.2020;14.08.2021;28.08.2021;14,00;38674,00;zu bearbeiten;Buchung;Ja;3074,40;3074,40;11%;2870,00;375,69;2494,31
4 ;ZZZ -  Archiv - Aarhus;Zingst;18.03.2021;28.08.2021;11.09.2021;14,00;42664,00;zu bearbeiten;Buchung;Ja;3567,20;3567,20;17%;3160,00;564,06;2595,94
4 ;ZZZ -  Archiv - Aarhus;Zingst;01.02.2021;12.09.2021;24.09.2021;12,00;42223,00;zu bearbeiten;Buchung;Ja;2055,20;2067,20;17%;1800,00;321,30;1478,70
4 ;ZZZ -  Archiv - Aarhus;Zingst;10.09.2020;25.09.2021;02.10.2021;7,00;40557,00;zu bearbeiten;Buchung;Ja;1378,50;1378,50;17%;1042,50;186,08;856,42
4 ;ZZZ -  Archiv - Aarhus;Zingst;16.08.2021;04.10.2021;10.10.2021;6,00;44796,00;zu bearbeiten;Buchung;Ja;1412,51;1462,51;17%;900,00;160,65;739,35
4 ;ZZZ -  Archiv - Aarhus;Zingst;02.07.2021;11.10.2021;17.10.2021;6,00;44232,00;zu bearbeiten;Buchung;Ja;1217,60;1217,60;17%;900,00;160,65;739,35
4 ;ZZZ -  Archiv - Aarhus;Zingst;13.05.2021;17.10.2021;24.10.2021;7,00;43187,00;zu bearbeiten;Buchung;Ja;1770,55;1770,55;17%;1365,00;243,65;1121,35
4 ;ZZZ -  Archiv - Aarhus;Zingst;17.12.2021;22.12.2021;01.01.2022;10,00;46137,00;zu bearbeiten;Buchung;Ja;2141,00;2141,00;17%;1900,00;339,15;1560,85
4 ;ZZZ -  Archiv - Aarhus;Zingst;14.09.2021;22.01.2022;29.01.2022;7,00;45191,00;zu bearbeiten;Buchung;Ja;924,20;924,20;17%;630,00;112,46;517,54
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.12.2021;19.02.2022;26.02.2022;7,00;46066,00;zu bearbeiten;Buchung;Ja;1007,14;1007,14;17%;630,00;112,46;517,54
4 ;ZZZ -  Archiv - Aarhus;Zingst;06.02.2022;27.02.2022;06.03.2022;7,00;46920,00;zu bearbeiten;Buchung;Ja;1008,02;1008,02;17%;630,00;112,46;517,54
4 ;ZZZ -  Archiv - Aarhus;Zingst;21.02.2022;18.03.2022;27.03.2022;9,00;47184,00;zu bearbeiten;Buchung;Ja;1106,40;1106,40;17%;870,00;155,30;714,70
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.03.2022;09.04.2022;15.04.2022;6,00;47374,00;zu bearbeiten;Buchung;Ja;1115,50;1115,50;17%;810,00;144,59;665,41
4 ;ZZZ -  Archiv - Aarhus;Zingst;21.10.2021;15.04.2022;22.04.2022;7,00;45692,00;zu bearbeiten;Buchung;Ja;1490,50;1490,50;17%;1155,00;206,17;948,83
4 ;ZZZ -  Archiv - Aarhus;Zingst;17.12.2021;30.04.2022;07.05.2022;7,00;46136,00;zu bearbeiten;Buchung;Ja;1636,05;1636,05;17%;1125,00;200,82;924,18
4 ;ZZZ -  Archiv - Aarhus;Zingst;08.02.2022;09.05.2022;14.05.2022;5,00;46980,00;zu bearbeiten;Buchung;Ja;1129,50;1129,50;17%;900,00;160,65;739,35
4 ;ZZZ -  Archiv - Aarhus;Zingst;13.01.2022;22.05.2022;02.06.2022;11,00;46451,00;zu bearbeiten;Buchung;Ja;1966,60;1966,60;17%;1650,00;294,53;1355,47
4 ;ZZZ -  Archiv - Aarhus;Zingst;14.02.2022;04.06.2022;11.06.2022;7,00;47087,00;zu bearbeiten;Buchung;Ja;1337,20;1337,20;17%;1050,00;187,43;862,57
4 ;ZZZ -  Archiv - Aarhus;Zingst;03.10.2021;11.06.2022;18.06.2022;7,00;45427,00;zu bearbeiten;Buchung;Ja;1277,20;1277,20;17%;1050,00;187,43;862,57
4 ;ZZZ -  Archiv - Aarhus;Zingst;12.11.2021;18.06.2022;02.07.2022;14,00;45907,00;zu bearbeiten;Buchung;Ja;2976,60;2976,60;17%;2685,00;479,27;2205,73
4 ;ZZZ -  Archiv - Aarhus;Zingst;15.06.2022;02.07.2022;09.07.2022;7,00;48499,00;zu bearbeiten;Buchung;Ja;1921,20;1921,20;17%;1575,00;281,14;1293,86
4 ;ZZZ -  Archiv - Aarhus;Zingst;25.08.2021;14.07.2022;24.07.2022;10,00;44906,00;zu bearbeiten;Buchung;Ja;2938,10;2938,10;17%;2500,00;446,26;2053,74
4 ;ZZZ -  Archiv - Aarhus;Zingst;11.01.2022;25.07.2022;06.08.2022;12,00;46406,00;zu bearbeiten;Buchung;Ja;4093,68;4066,08;17%;3060,00;546,21;2513,79
4 ;ZZZ -  Archiv - Aarhus;Zingst;06.07.2021;07.08.2022;21.08.2022;14,00;44286,00;zu bearbeiten;Buchung;Ja;3543,90;3541,60;15%;3290,00;587,27;2702,73
4 ;ZZZ -  Archiv - Aarhus;Zingst;10.01.2022;27.08.2022;06.09.2022;10,00;46357,00;zu bearbeiten;Buchung;Ja;2264,00;2252,50;17%;2175,00;388,25;1786,75
4 ;ZZZ -  Archiv - Aarhus;Zingst;23.06.2022;12.09.2022;22.09.2022;10,00;48538,00;zu bearbeiten;Buchung;Ja;1874,00;1874,00;17%;1500,00;267,75;1232,25
4 ;ZZZ -  Archiv - Aarhus;Zingst;28.08.2022;24.09.2022;08.10.2022;14,00;49246,00;zu bearbeiten;Buchung;Ja;2496,40;2496,40;17%;2100,00;374,85;1725,15
4 ;ZZZ -  Archiv - Aarhus;Zingst;05.01.2022;10.10.2022;16.10.2022;6,00;46295,00;zu bearbeiten;Buchung;Ja;1188,60;1188,60;17%;900,00;160,65;739,35
4 ;ZZZ -  Archiv - Aarhus;Zingst;30.08.2022;27.10.2022;02.11.2022;6,00;49278,00;zu bearbeiten;Buchung;Ja;1362,90;1362,90;17%;940,00;190,16;749,84
4 ;ZZZ -  Archiv - Aarhus;Zingst;11.04.2022;02.12.2022;18.12.2022;16,00;47811,00;Webseite;Buchung;Ja;1954,60;1954,60;17%;1600,00;323,68;1276,32
4 ;ZZZ -  Archiv - Aarhus;Zingst;09.12.2019;27.12.2022;06.01.2023;10,00;35723,00;Webseite;Buchung;Ja;2132,00;2132,00;17%;1786,00;361,30;1424,70
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;26.09.2017;01.09.2017;17.09.2017;16,00;6,00;zu bearbeiten;Buchung;Ja;1105,00;1105,00;13.00%;944,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;26.09.2017;17.09.2017;25.09.2017;8,00;7,00;zu bearbeiten;Buchung;Ja;593,80;593,80;13.00%;472,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;26.09.2017;29.09.2017;03.10.2017;4,00;9,00;zu bearbeiten;Buchung;Ja;329,00;329,00;13.00%;236,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;26.09.2017;03.10.2017;09.10.2017;6,00;10,00;zu bearbeiten;Buchung;Ja;445,40;445,40;13.00%;354,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;26.09.2017;28.12.2017;02.01.2018;5,00;12,00;zu bearbeiten;Buchung;Ja;534,00;534,00;13.00%;445,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;05.03.2018;07.03.2018;11.03.2018;4,00;1176,00;zu bearbeiten;Buchung;Ja;312,80;312,80;13.00%;200,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;26.09.2017;23.03.2018;26.03.2018;3,00;14,00;zu bearbeiten;Buchung;Ja;284,20;284,20;13.00%;170,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;07.02.2018;03.04.2018;07.04.2018;4,00;1052,00;zu bearbeiten;Buchung;Ja;350,00;350,00;13.00%;240,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;03.11.2017;29.04.2018;06.05.2018;7,00;597,00;zu bearbeiten;Buchung;Ja;530,00;530,00;13.00%;420,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;09.04.2018;06.05.2018;13.05.2018;7,00;1293,00;zu bearbeiten;Buchung;Ja;540,00;540,00;13.00%;420,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;01.02.2018;13.05.2018;27.05.2018;14,00;1032,00;zu bearbeiten;Buchung;Ja;1100,40;1022,00;13.00%;912,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;27.05.2018;07.06.2018;12.06.2018;5,00;1598,00;zu bearbeiten;Buchung;Ja;383,25;383,25;13.00%;293,25;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;31.05.2018;14.06.2018;21.06.2018;7,00;1648,00;zu bearbeiten;Buchung;Ja;546,00;546,00;13.00%;420,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;18.02.2018;07.07.2018;14.07.2018;7,00;1118,00;zu bearbeiten;Buchung;Ja;785,00;785,00;13.00%;665,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;04.02.2018;17.07.2018;26.07.2018;9,00;1039,00;zu bearbeiten;Buchung;Ja;965,00;965,00;13.00%;855,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;13.10.2017;26.07.2018;04.08.2018;9,00;414,00;zu bearbeiten;Buchung;Ja;969,40;969,40;13.00%;855,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;25.01.2018;04.08.2018;18.08.2018;14,00;997,00;zu bearbeiten;Buchung;Ja;1440,00;1440,00;13.00%;1330,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;11.04.2018;18.08.2018;25.08.2018;7,00;1310,00;zu bearbeiten;Buchung;Ja;755,00;755,00;13.00%;665,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;13.08.2018;27.08.2018;05.09.2018;9,00;6067,00;zu bearbeiten;Buchung;Ja;1001,00;1001,00;13.00%;873,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;20.08.2018;09.09.2018;18.09.2018;9,00;6335,00;zu bearbeiten;Buchung;Ja;727,00;727,00;13.00%;639,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;06.09.2018;18.09.2018;25.09.2018;7,00;7053,00;zu bearbeiten;Buchung;Ja;625,00;625,00;13.00%;497,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;21.09.2018;25.09.2018;02.10.2018;7,00;7603,00;zu bearbeiten;Buchung;Ja;629,00;661,80;13.00%;497,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;01.08.2018;06.10.2018;13.10.2018;7,00;5418,00;zu bearbeiten;Buchung;Ja;542,00;542,00;13.00%;414,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;31.08.2018;24.12.2018;02.01.2019;9,00;6788,00;zu bearbeiten;Buchung;Ja;831,00;831,00;13.00%;703,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;27.12.2018;02.01.2019;04.01.2019;2,00;14354,00;zu bearbeiten;Buchung;Ja;100,00;100,00;13.00%;100,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;07.12.2018;16.02.2019;23.02.2019;7,00;10617,00;zu bearbeiten;Buchung;Ja;443,00;443,00;13.00%;350,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;17.01.2019;29.03.2019;01.04.2019;3,00;18121,00;zu bearbeiten;Buchung;Ja;309,00;309,00;13.00%;180,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;02.01.2019;26.05.2019;06.06.2019;11,00;16654,00;zu bearbeiten;Buchung;Ja;1212,00;1212,00;13.00%;869,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;03.06.2019;07.06.2019;11.06.2019;4,00;33470,00;zu bearbeiten;Buchung;Ja;428,99;428,99;13.00%;280,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;29.03.2019;14.06.2019;20.06.2019;6,00;27899,00;zu bearbeiten;Buchung;Ja;549,00;549,00;13.00%;420,00;0,00;0,00
7 ;ZZZ - Archiv - Kranichnest, Whg 4a;Zingst;12.02.2019;22.06.2019;30.06.2019;8,00;21372,00;zu bearbeiten;Buchung;Ja;1034,01;1034,01;13.00%;760,00;0,00;0,00
